"Length"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-6778","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\rpa_rda","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-7647","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-7743","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\jbermudez","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","Modify, Synchronize","Directo","INTERVIAL\zmeneses","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","S-1-5-21-3667815028-3446615562-386994942-500","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","S-1-5-21-52832475-610219855-629764512-203030","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","ISAMDNT\1017269493","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","ISAMDNT\1152443494","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","ISAMDNT\1128441036","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","ISAMDNT\ISA0001","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","ISAMDNT\1128443153","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","Modify, Synchronize","Directo","INTERVIAL\lzambrano","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Cuenta especial","NT AUTHORITY\SYSTEM","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Cuenta especial","BUILTIN\Administrators","True"
"~$rmulario SIC- SOLPED 2025 1.docx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx",,"Editor","FullControl","Directo","ISAMDNT\GLPers_Servidores","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","S-1-5-21-2670458586-3816332535-3559088070-1009","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","S-1-5-21-2670458586-3816332535-3559088070-500","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","ReadAndExecute, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-10308","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-10962","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","INTERVIAL\dbeovic","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\Grupo Concesiones","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","INTERVIAL\Grupo Contabilidad","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","Read, Synchronize","Directo","INTERVIAL\Grupo Finanzas","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\Grupo Tesoreria","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\Grupo Planificacion Financiera","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\Grupo Remuneraciones","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\mhernandez","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-2399","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","INTERVIAL\administrador","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-5176","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-5490","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-5597","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","INTERVIAL\adm_jcm","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-6057","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","INTERVIAL\unisysadmin","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-6778","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\rpa_rda","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-7647","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-7743","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\jbermudez","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","INTERVIAL\zmeneses","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","S-1-5-21-3667815028-3446615562-386994942-500","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","S-1-5-21-52832475-610219855-629764512-203030","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","ISAMDNT\1017269493","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","ISAMDNT\1152443494","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","ISAMDNT\1128441036","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","ISAMDNT\ISA0001","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","ISAMDNT\1128443153","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","Modify, Synchronize","Directo","INTERVIAL\lzambrano","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Cuenta especial","NT AUTHORITY\SYSTEM","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Cuenta especial","BUILTIN\Administrators","True"
"Complete_con_Docusign_RFC_Modificación_SIC_.pdf","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf",,"Editor","FullControl","Directo","ISAMDNT\GLPers_Servidores","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","S-1-5-21-2670458586-3816332535-3559088070-1009","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","S-1-5-21-2670458586-3816332535-3559088070-500","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","ReadAndExecute, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-10308","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-10962","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","INTERVIAL\dbeovic","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\Grupo Concesiones","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","INTERVIAL\Grupo Contabilidad","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","Read, Synchronize","Directo","INTERVIAL\Grupo Finanzas","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\Grupo Tesoreria","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\Grupo Planificacion Financiera","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\Grupo Remuneraciones","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\mhernandez","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-2399","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","INTERVIAL\administrador","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-5176","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-5490","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-5597","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","INTERVIAL\adm_jcm","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-6057","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","INTERVIAL\unisysadmin","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","S-1-5-21-3563694127-1956592650-1539829234-6778","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\rpa_rda","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-7647","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","S-1-5-21-3563694127-1956592650-1539829234-7743","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Reader","ReadAndExecute, Synchronize","Directo","INTERVIAL\jbermudez","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","INTERVIAL\zmeneses","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","S-1-5-21-3667815028-3446615562-386994942-500","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","S-1-5-21-52832475-610219855-629764512-203030","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","ISAMDNT\1017269493","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","ISAMDNT\1152443494","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","ISAMDNT\1128441036","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","ISAMDNT\ISA0001","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","FullControl","Directo","ISAMDNT\1128443153","True"
"Control OE y EM concesiones e Intervial (version 1).xlsx","\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx",,"Editor","Modify, Synchronize","Directo","INTERVIAL\lzambrano","True"
